match_id,season,opening_price,closing_price,opening_raw_probability,closing_raw_probability,opening_fair_probability,closing_fair_probability,fair_probability_change,price_clv,fair_probability_clv,opening_overround,closing_overround,opening_margin,closing_margin,selection
2019_20_05/10/2019_Liverpool_Leicester,2019_20,1.57,1.57,0.6369426751592356,0.6369426751592356,0.6015228426395939,0.6015228426395939,0.0,0.0,0.0,1.058883603429278,1.058883603429278,0.0588836034292779,0.0588836034292779,OVER
2019_20_05/10/2019_Norwich_Aston Villa,2019_20,1.57,1.53,0.6369426751592356,0.6535947712418301,0.6015228426395939,0.6203473945409429,0.018824551901349018,0.026143790849673332,-0.030345177664974576,1.058883603429278,1.05359477124183,0.0588836034292779,0.0535947712418301,OVER
2019_20_05/10/2019_Watford_Sheffield United,2019_20,2.0,2.1,0.5,0.47619047619047616,0.47368421052631576,0.450261780104712,-0.023422430421603746,-0.04761904761904767,0.052019583843329276,1.0555555555555556,1.0575858250276855,0.05555555555555558,0.0575858250276855,OVER
2019_20_05/10/2019_West Ham_Crystal Palace,2019_20,1.8,1.72,0.5555555555555556,0.5813953488372093,0.5263157894736842,0.549738219895288,0.023422430421603857,0.04651162790697683,-0.04260651629072698,1.0555555555555556,1.0575858250276855,0.05555555555555558,0.0575858250276855,OVER
2019_20_05/12/2019_Arsenal_Brighton,2019_20,1.53,1.5,0.6535947712418301,0.6666666666666666,0.6203473945409429,0.6359223300970874,0.015574935556144531,0.020000000000000018,-0.02449188339363184,1.05359477124183,1.0483460559796436,0.0535947712418301,0.04834605597964359,OVER
2019_20_05/12/2019_Sheffield United_Newcastle,2019_20,2.3,2.2,0.4347826086956522,0.45454545454545453,0.411764705882353,0.43005181347150256,0.018287107589149587,0.04545454545454519,-0.0425230333097093,1.0559006211180124,1.0569550930996714,0.05590062111801242,0.056955093099671394,OVER
2019_20_06/07/2020_Tottenham_Everton,2019_20,1.9,1.9,0.5263157894736842,0.5263157894736842,0.5,0.5,0.0,0.0,0.0,1.0526315789473684,1.0526315789473684,0.05263157894736836,0.05263157894736836,OVER
2019_20_06/10/2019_Arsenal_Bournemouth,2019_20,1.33,1.28,0.7518796992481203,0.78125,0.7188160676532769,0.7455268389662029,0.026710771312925985,0.0390625,-0.035828047921071415,1.0459973463069439,1.0479166666666666,0.045997346306943854,0.04791666666666661,OVER
2019_20_06/10/2019_Man City_Wolves,2019_20,1.36,1.36,0.7352941176470588,0.7352941176470588,0.7017543859649122,0.7017543859649122,0.0,0.0,0.0,1.0477941176470589,1.0477941176470589,0.047794117647058876,0.047794117647058876,OVER
2019_20_06/10/2019_Newcastle_Man United,2019_20,2.2,2.1,0.45454545454545453,0.47619047619047616,0.43005181347150256,0.450261780104712,0.020209966633209453,0.04761904761904767,-0.04488492589468607,1.0569550930996714,1.0575858250276855,0.056955093099671394,0.0575858250276855,OVER
2019_20_06/10/2019_Southampton_Chelsea,2019_20,1.72,1.53,0.5813953488372093,0.6535947712418301,0.549738219895288,0.6203473945409429,0.07060917464565486,0.12418300653594772,-0.11382198952879563,1.0575858250276855,1.05359477124183,0.0575858250276855,0.0535947712418301,OVER
2019_20_07/03/2020_Arsenal_West Ham,2019_20,1.57,1.53,0.6369426751592356,0.6535947712418301,0.6015228426395939,0.6203473945409429,0.018824551901349018,0.026143790849673332,-0.030345177664974576,1.058883603429278,1.05359477124183,0.0588836034292779,0.0535947712418301,OVER
2019_20_07/03/2020_Burnley_Tottenham,2019_20,2.1,2.1,0.47619047619047616,0.47619047619047616,0.450261780104712,0.450261780104712,0.0,0.0,0.0,1.0575858250276855,1.0575858250276855,0.0575858250276855,0.0575858250276855,OVER
2019_20_07/03/2020_Crystal Palace_Watford,2019_20,2.3,2.3,0.4347826086956522,0.4347826086956522,0.411764705882353,0.411764705882353,0.0,0.0,0.0,1.0559006211180124,1.0559006211180124,0.05590062111801242,0.05590062111801242,OVER
2019_20_07/03/2020_Liverpool_Bournemouth,2019_20,1.44,1.4,0.6944444444444444,0.7142857142857143,0.6563245823389022,0.6818181818181818,0.02549359947927954,0.028571428571428692,-0.03739061256960996,1.058080808080808,1.0476190476190477,0.058080808080807955,0.04761904761904767,OVER
2019_20_07/03/2020_Sheffield United_Norwich,2019_20,2.1,2.0,0.47619047619047616,0.5,0.450261780104712,0.47368421052631576,0.023422430421603746,0.050000000000000044,-0.04944735311227455,1.0575858250276855,1.0555555555555556,0.0575858250276855,0.05555555555555558,OVER
2019_20_07/03/2020_Southampton_Newcastle,2019_20,1.8,2.0,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,-0.05263157894736842,-0.09999999999999998,0.11111111111111116,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,OVER
2019_20_07/03/2020_Wolves_Brighton,2019_20,2.0,2.1,0.5,0.47619047619047616,0.47368421052631576,0.450261780104712,-0.023422430421603746,-0.04761904761904767,0.052019583843329276,1.0555555555555556,1.0575858250276855,0.05555555555555558,0.0575858250276855,OVER
2019_20_07/07/2020_Arsenal_Leicester,2019_20,1.9,1.9,0.5263157894736842,0.5263157894736842,0.5,0.5,0.0,0.0,0.0,1.0526315789473684,1.0526315789473684,0.05263157894736836,0.05263157894736836,OVER
2019_20_07/07/2020_Crystal Palace_Chelsea,2019_20,1.86,1.9,0.5376344086021505,0.5263157894736842,0.523076923076923,0.5,-0.023076923076922995,-0.021052631578947323,0.04615384615384599,1.027830487033523,1.0526315789473684,0.027830487033523088,0.05263157894736836,OVER
2019_20_07/07/2020_Watford_Norwich,2019_20,2.0,2.1,0.5,0.47619047619047616,0.47368421052631576,0.450261780104712,-0.023422430421603746,-0.04761904761904767,0.052019583843329276,1.0555555555555556,1.0575858250276855,0.05555555555555558,0.0575858250276855,OVER
2019_20_07/12/2019_Bournemouth_Liverpool,2019_20,1.5,1.57,0.6666666666666666,0.6369426751592356,0.6359223300970874,0.6015228426395939,-0.03439948745749355,-0.04458598726114649,0.0571873335791242,1.0483460559796436,1.058883603429278,0.04834605597964359,0.0588836034292779,OVER
2019_20_07/12/2019_Everton_Chelsea,2019_20,1.72,1.61,0.5813953488372093,0.6211180124223602,0.549738219895288,0.588235294117647,0.03849707422235893,0.06832298136645965,-0.06544502617801018,1.0575858250276855,1.0559006211180124,0.0575858250276855,0.05590062111801242,OVER
2019_20_07/12/2019_Man City_Man United,2019_20,1.5,1.5,0.6666666666666666,0.6666666666666666,0.6359223300970874,0.6359223300970874,0.0,0.0,0.0,1.0483460559796436,1.0483460559796436,0.04834605597964359,0.04834605597964359,OVER
2019_20_07/12/2019_Tottenham_Burnley,2019_20,1.57,1.61,0.6369426751592356,0.6211180124223602,0.6015228426395939,0.588235294117647,-0.013287548521946912,-0.024844720496894457,0.022588832487309807,1.058883603429278,1.0559006211180124,0.0588836034292779,0.05590062111801242,OVER
2019_20_07/12/2019_Watford_Crystal Palace,2019_20,2.0,2.0,0.5,0.5,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,OVER
2019_20_08/02/2020_Brighton_Watford,2019_20,2.0,1.9,0.5,0.5263157894736842,0.47368421052631576,0.5,0.026315789473684237,0.05263157894736836,-0.052631578947368474,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,OVER
2019_20_08/02/2020_Everton_Crystal Palace,2019_20,2.1,2.2,0.47619047619047616,0.45454545454545453,0.450261780104712,0.43005181347150256,-0.020209966633209453,-0.045454545454545525,0.046994259761559354,1.0575858250276855,1.0569550930996714,0.0575858250276855,0.056955093099671394,OVER
2019_20_08/03/2020_Chelsea_Everton,2019_20,1.72,1.72,0.5813953488372093,0.5813953488372093,0.549738219895288,0.549738219895288,0.0,0.0,0.0,1.0575858250276855,1.0575858250276855,0.0575858250276855,0.0575858250276855,OVER
2019_20_08/03/2020_Man United_Man City,2019_20,1.66,1.9,0.6024096385542169,0.5263157894736842,0.5699481865284974,0.5,-0.06994818652849744,-0.12631578947368416,0.13989637305699487,1.0569550930996714,1.0526315789473684,0.056955093099671394,0.05263157894736836,OVER
2019_20_08/07/2020_Brighton_Liverpool,2019_20,1.72,2.0,0.5813953488372093,0.5,0.549738219895288,0.4871794871794872,-0.06255873271580081,-0.14,0.12841003031138065,1.0575858250276855,1.026315789473684,0.0575858250276855,0.02631578947368407,OVER
2019_20_08/07/2020_Man City_Newcastle,2019_20,1.36,1.3,0.7352941176470588,0.7692307692307692,0.7017543859649122,0.7291666666666667,0.0274122807017545,0.04615384615384621,-0.03759398496240618,1.0477941176470589,1.0549450549450547,0.047794117647058876,0.05494505494505475,OVER
2019_20_08/07/2020_Sheffield United_Wolves,2019_20,2.75,2.75,0.36363636363636365,0.36363636363636365,0.3436754176610979,0.3436754176610979,0.0,0.0,0.0,1.058080808080808,1.058080808080808,0.058080808080807955,0.058080808080807955,OVER
2019_20_08/07/2020_West Ham_Burnley,2019_20,2.0,2.0,0.5,0.5,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,1.0555555555555556,1.0555555555555556,0.05555555555555558,0.05555555555555558,OVER
2019_20_08/11/2019_Norwich_Watford,2019_20,1.66,1.66,0.6024096385542169,0.6024096385542169,0.5699481865284974,0.5699481865284974,0.0,0.0,0.0,1.0569550930996714,1.0569550930996714,0.056955093099671394,0.056955093099671394,OVER
2019_20_08/12/2019_Aston Villa_Leicester,2019_20,1.61,1.53,0.6211180124223602,0.6535947712418301,0.588235294117647,0.6203473945409429,0.03211210042329593,0.05228758169934644,-0.051764705882353046,1.0559006211180124,1.05359477124183,0.05590062111801242,0.0535947712418301,OVER
2019_20_08/12/2019_Brighton_Wolves,2019_20,2.3,2.1,0.4347826086956522,0.47619047619047616,0.411764705882353,0.450261780104712,0.03849707422235904,0.09523809523809512,-0.08549931600547178,1.0559006211180124,1.0575858250276855,0.05590062111801242,0.0575858250276855,OVER
2019_20_08/12/2019_Newcastle_Southampton,2019_20,2.1,1.9,0.47619047619047616,0.5263157894736842,0.450261780104712,0.5,0.04973821989528798,0.10526315789473695,-0.09947643979057597,1.0575858250276855,1.0526315789473684,0.0575858250276855,0.05263157894736836,OVER
2019_20_08/12/2019_Norwich_Sheffield United,2019_20,1.8,1.9,0.5555555555555556,0.5263157894736842,0.5263157894736842,0.5,-0.02631578947368418,-0.05263157894736836,0.05263157894736836,1.0555555555555556,1.0526315789473684,0.05555555555555558,0.05263157894736836,OVER
